,username,public_repos,forked_repo_ratio,commit_count_last_6m,stars_total,followers,pull_requests_merged,avg_stars_per_repo,following,pull_requests_opened,issues_opened,readme_presence_ratio,cluster_label
743,blankenshipsamantha,7,0.05662555737755803,126,9,246,10,0.0,164,10,9,0.0012427260335835847,Cluster_3
744,jack20,16,0.12037814950553383,328,17,93,36,6.899726260293075,52,4,0,0.0009843024737858062,Cluster_1
745,pweaver,2,0.5807685836144216,92,1281,19,0,639.3845132464037,0,0,0,0.0001644124562171905,Cluster_3
746,andrew30,9,0.9287634212054924,120,6,52,8,20.72115766829916,4,0,0,0.0011584732065503208,Cluster_3
747,wellscourtney,2,0.4967434280059845,0,20,2,0,0.9098340139545904,12,6,29,0.0005033775195229947,Cluster_2
748,davidgarrett,2,0.8429454824561972,0,16,6,5,2.7968644074664972,5,0,13,0.00016930752619370783,Cluster_2
749,hernandezamanda,0,0.4458866198598078,0,21,8,0,inf,49,19,19,0.0,Cluster_1
750,paulleblanc,1,0.7085835457678252,86,18,578,9,19.780082211069644,264,23,0,0.00013554703511401198,Cluster_1
751,jameswilkinson,0,0.7318727372865008,0,54,5,0,inf,0,0,0,0.0,Cluster_3
752,kyle72,1,0.17396370590333865,0,1,5,5,0.0,20,0,0,3.7201116380419636e-05,Cluster_2
753,nicholasochoa,35,0.36121605897581177,675,214,4,70,0.0,0,63,71,0.006717695428653169,Cluster_2
754,acox,1,0.6373021565380239,0,103,46,0,91.69225581759765,62,0,54,0.00016717281998645836,Cluster_3
755,karenmorales,383,0.07069660818436618,7603,3,24,757,14.312298259807367,12,173,117,0.0365864817700141,Cluster_2
756,sean35,15,0.3615401877629566,319,0,102,22,17.004910387377716,83,0,18,0.0007596050459756665,Cluster_2
757,leesusan,9,0.5347994662811925,121,5,54,13,0.0,0,26,11,0.0004166547291622642,Cluster_2
758,elizabeth80,2,0.9962244930446387,95,21,2,12,36.48971996363524,8,40,0,4.638380272663744e-05,Cluster_1
759,ryan95,21,0.47453356262244073,416,3444,5,33,163.4259185659929,0,5,0,0.0027495769205533142,Cluster_2
760,teresa83,3,0.8160567571143236,64,88,155,0,2.576405897014375,16,8,0,9.296537394899116e-05,Cluster_3
761,ericcohen,8,0.43206728506661773,146,1,14,15,0.0,0,16,0,0.0003705201316616713,Cluster_2
762,jennifer90,343,0.7963907226197089,6898,9,119,691,24.391397519449917,32,225,119,0.032087549304248134,Cluster_3
763,weberjoseph,6,0.5954148016201084,159,30,16,10,0.0,70,0,1,0.0011550281063438424,Cluster_1
764,robertflynn,41,0.8865954415023983,836,52,4,80,0.0,0,42,3,0.005061817481645959,Cluster_2
765,christopher72,2,0.4109425523501099,68,3,12,0,0.0,0,12,61,0.0003898158515804134,Cluster_3
766,daniel47,7,0.6043044198214789,129,25,4,19,0.0,8,0,0,0.0010100057309123214,Cluster_2
767,michelle24,105,0.6300186806188274,2127,9,8,206,8.18073146564151,5,62,59,0.021363189803232097,Cluster_3
768,amandabowers,2,0.4173829418004733,23,4,27,5,0.0,0,23,7,6.532587237314004e-05,Cluster_1
769,zhicks,112,0.14431204368748152,2240,52,43,223,0.0,13,73,55,0.008195174209123452,Cluster_3
770,pharrison,21,0.09355940691233555,406,133,1,47,0.0,49,75,57,0.001900907403200868,Cluster_2
771,riveramichael,3,0.0166715505996331,37,150,19,0,74.86384038289711,43,5,6,0.00017826938547327575,Cluster_1
772,nancy98,19,0.8735342642452146,345,93,8,34,0.0,33,10,0,0.003698602811239551,Cluster_1
773,anna15,31,0.23647491223869455,643,13,7,55,0.0,0,10,0,0.0024140093833714266,Cluster_2
774,sharris,18,0.21150674928176805,425,119,24,32,30.82626590346292,156,25,19,0.003129139001781147,Cluster_2
775,lindsaywhite,0,0.7360354004260655,58,57,8,8,inf,56,0,2,0.0,Cluster_1
776,nancybailey,2,0.32001611308739175,0,42,159,0,24.582556275579126,105,1,0,0.00010016998871870874,Cluster_3
777,ryanmason,5,0.5060446924118366,164,11,119,15,0.0,1,3,34,0.0004134108289687862,Cluster_3
778,mitchellmark,6,0.1625110652974563,104,13,118,15,2.776762956675225,106,0,0,0.0012371963078196856,Cluster_2
779,fryjenny,18,0.9597457214619692,390,37,9,42,0.0,0,0,0,0.0024598632404793,Cluster_1
780,karen86,9,0.8515814000172374,134,2675,4,10,280.0344996008072,0,17,0,0.00040426328661158486,Cluster_3
781,brownbonnie,0,0.8637896229650033,7,56,22,0,inf,0,0,4,0.0,Cluster_2
782,danielwallace,13,0.4067737485720052,275,11,16,30,16.528065773603817,0,24,39,0.0019060203057669433,Cluster_3
783,umonroe,18,0.7623612137071728,285,7,8,35,0.0,25,12,0,0.0015110671362293712,Cluster_2
784,washingtondiana,17,0.14387615538978016,370,13,3,33,7.054980758406862,51,0,58,0.0014612176302363266,Cluster_1
785,mgarza,37,0.008619002591780278,807,1667,18,76,48.08751777008213,43,65,44,0.005078286513329829,Cluster_3
786,xshaw,25,0.019972932578028124,491,16,10,46,9.458376556167188,37,9,14,0.002256037468327088,Cluster_3
787,mcdonaldtracy,14,0.5866017374045605,348,169,56,37,6.977052771710735,24,25,0,0.0020172143544945616,Cluster_1
788,lrivera,6,0.4553949052479408,110,16,54,17,0.0,6,0,0,0.0005054828510327324,Cluster_2
789,joseph17,0,0.5180153489085197,42,52,104,0,inf,66,0,24,0.0,Cluster_2
790,jeffrey54,14,0.007463140417219405,169,137,3,9,0.0,42,0,5,0.0013252127250096852,Cluster_3
791,caldwelltheresa,10,0.4226866196574257,320,11,36,43,0.0,18,0,3,0.002297151263499003,Cluster_2
792,sheilamartinez,11,0.7180681612008608,294,10,6,28,0.0,63,0,0,0.0019365461735193613,Cluster_3
793,johnsonkatie,1,0.44269370196743585,5,655,3,1,622.9392103112905,0,44,0,3.8935226937746846e-05,Cluster_3
794,zadams,1,0.7322192063122223,0,194,10,0,166.3542819172794,0,0,0,0.0001338228866446207,Cluster_1
795,tuckerjose,35,0.23301896439683478,714,137,99,73,24.757083566989262,48,0,29,0.0002596679763867204,Cluster_3
796,wtaylor,6,0.8131420044817255,47,136,11,9,27.150256363742518,10,48,50,0.0006667768845600736,Cluster_2
797,monique71,20,0.5884312404534523,422,75,210,43,0.0,100,0,25,0.0023321090901782986,Cluster_3
798,kimberlydouglas,7,0.21076309942990623,160,1251,45,24,224.14577489237692,86,3,0,0.00028108407442003195,Cluster_2
799,mcdonaldedward,7,0.23672047585383293,92,35,11,7,0.0,45,27,12,0.0011440025167391429,Cluster_3
800,gutierrezchristopher,30,0.628030464569537,656,93,114,64,22.61222552923644,0,30,48,0.00465201719477915,Cluster_1
801,alvarezmonica,3,0.8299395932124434,100,2,39,11,0.0,96,24,0,0.00044164609979194475,Cluster_1
802,dnielsen,8,0.4156277820291552,208,7,4,23,16.575940458256234,0,31,46,0.001190117568202514,Cluster_2
803,krodriguez,3,0.2583004291275922,60,3,326,7,3.1790743454161414,270,0,0,0.0003908987830641267,Cluster_3
804,stewartxavier,3,0.8670116069106004,0,328,29,0,71.88843208842817,0,0,0,0.0004203715294924928,Cluster_2
805,richardhoffman,4,0.6692682917508349,128,0,20,14,1.9092093511765693,0,37,21,9.190747157486198e-05,Cluster_1
806,mnixon,10,0.4480854872830765,186,16,5,16,8.31111709279196,0,0,0,0.001841257818090588,Cluster_2
807,dawnlewis,3,0.48790019527930184,0,0,117,0,0.0,77,0,0,0.00037804109732511766,Cluster_2
808,susanmunoz,48,0.2042564679363964,1027,7,43,102,39.026799209371305,21,0,1,0.001585709147487547,Cluster_2
809,nicholas48,1,0.6268026300648439,124,13,51,7,19.22415188345544,18,0,13,0.00011234315142202431,Cluster_2
810,ghamilton,5,0.35874251054288864,97,400,9,4,93.43975480272991,69,0,30,0.0004089336747961664,Cluster_2
811,erica01,3,0.9956451766743493,167,67,70,3,0.0,63,0,15,0.0001741618634284727,Cluster_1
812,timothygonzalez,64,0.48018351526188785,1284,7,78,137,13.921725442912365,0,0,49,0.017039063893085047,Cluster_1
813,hartchristina,9,0.4858856061896132,160,225,7,18,46.79008919126112,40,14,42,0.001092071290149434,Cluster_3
814,susan45,34,0.5658517874106719,648,34,2,64,6.0713645627569175,27,0,18,0.00252365103197827,Cluster_2
815,olsonjames,0,0.9167560031187467,81,35,48,4,inf,0,0,11,0.0,Cluster_1
816,ronald89,11,0.8008180998597503,180,3,1,3,0.0,40,0,30,0.0011816369228662958,Cluster_3
817,sarahmaxwell,28,0.4511300697978414,596,5,25,55,0.0,4,72,0,0.0021302354679836326,Cluster_1
818,sheilaturner,8,0.718699265972796,132,7,10,16,0.0,0,32,7,0.0007189911528761595,Cluster_3
819,stephaniecarlson,36,0.5862354987807616,696,36,124,74,12.439912747853684,49,3,0,0.003364271019607582,Cluster_3
820,nixonruth,3,0.4923670487012489,111,38,11,14,0.0,0,0,16,0.00019403612411869015,Cluster_3
821,alexismaldonado,61,0.19231577278435052,1200,533,105,120,20.030719348103933,26,30,0,0.00667633264491382,Cluster_2
822,leah39,232,0.4639362634548909,4619,66,9,468,0.0,40,115,144,0.0033940131938316144,Cluster_2
823,emilyrowe,4,0.24581858702257464,136,0,90,11,0.0,43,0,0,0.00025385171811422795,Cluster_3
824,bhall,3,0.9148421498516547,139,53,441,19,29.987554606923002,156,0,2,0.00017416086830774946,Cluster_3
825,ssimmons,65,0.33540681349634693,1332,2,4,131,0.0,50,16,0,0.002935932709556033,Cluster_2
826,ltaylor,78,0.9522640145333723,1527,5,31,148,13.0748323436546,0,0,0,0.007883853394613055,Cluster_1
827,mcculloughdaniel,3,0.5330552900947112,34,7,1240,0,13.393216486760698,558,6,0,0.0004936222417856765,Cluster_2
828,hudsonkimberly,3,0.6315443786761603,63,10,22,0,0.0,121,6,0,0.0003506052936889868,Cluster_2
829,smithgrant,4,0.5429404444893278,96,2,22,12,23.73566402711579,0,0,0,0.0003074772699167413,Cluster_3
830,richardsonjanice,0,0.1293806169667009,0,47,65,0,inf,76,0,13,0.0,Cluster_3
831,stephanielogan,1,0.37582121900794097,56,2,21,0,24.045530531707,0,53,21,0.00020941266017941295,Cluster_2
832,williamsonjeremy,1,0.09914611227762393,24,62,1,5,97.86929849754357,7,23,62,5.780791886887177e-05,Cluster_2
833,destiny72,2,0.6229540441833817,0,1856,109,1,923.1739795659738,9,0,0,8.349871647684588e-05,Cluster_2
834,tammy43,7,0.4468741952004389,93,3,0,14,13.327671109119361,0,72,80,0.0014533662911647865,Cluster_3
835,gregorybanks,10,0.7779849715709368,174,19,10,19,0.0,31,0,39,0.0014935758182721233,Cluster_2
836,hjohnson,75,0.22047048099936983,1496,0,122,145,0.0,81,13,39,0.014971746511897742,Cluster_2
837,alexismartin,1,0.16456605842933492,114,19,11,11,15.090806852271431,62,0,5,9.776548516492018e-05,Cluster_1
838,mcdowellmichael,32,0.4063322309637678,651,105,7,65,0.0,1,0,0,0.0015130036188989806,Cluster_2
839,uanderson,5,0.9265853832183811,57,121,75,1,5.4478444070538,148,56,65,0.000513202633654592,Cluster_3
840,holly36,6,0.7104218150124118,131,38,5,7,18.161985319754688,15,8,0,0.00026590244652078393,Cluster_2
841,melissa75,20,0.41892362479291867,382,164,3,34,0.0,29,0,6,0.00014232669923995404,Cluster_3
842,melanielucas,1,0.5172721697543106,36,3238,30,13,3252.210281742437,0,13,6,0.00010278295940522075,Cluster_2
843,fbyrd,13,0.08421301117709834,289,722,15,26,61.526700298811285,0,10,0,0.0010390435283715003,Cluster_3
844,melissa34,9,0.9845758963761131,240,12,3,30,38.35641457371564,27,0,6,0.00020825529846803253,Cluster_3
845,savannah41,15,0.6664073046949189,298,2,52,27,10.62007904485425,21,0,18,0.00033390466039908806,Cluster_3
846,jessicabeltran,11,0.2854040684634225,301,15,40,34,23.64799776922265,29,0,0,0.0023630512969360184,Cluster_2
847,kristenwatts,293,0.5858083942152443,5905,6,11,595,8.058171078250586,0,212,138,0.011255288525443193,Cluster_1
848,michaelramos,2,0.10948236606899397,4,74,12,5,43.22787002156145,12,0,0,0.00028892698884366494,Cluster_3
849,laurenlopez,3,0.9658366688075836,170,3,40,18,24.294660842266303,25,52,4,0.00042761803412559335,Cluster_3
850,elizabeth60,2,0.17478498788336594,56,29,119,12,27.87594931730529,0,0,0,0.0002848625031638489,Cluster_3
851,steven74,3,0.6480303180552142,18,149,13,3,53.867938925815224,38,25,23,0.0004975452529454503,Cluster_1
852,ramirezgary,2,0.24545446253893044,122,27,53,20,17.613093318594355,0,14,30,4.760537152326129e-05,Cluster_1
853,wrightrebecca,43,0.7175613826485358,963,6,46,88,10.90412112032925,32,41,26,0.001637942664550576,Cluster_2
854,christopherfarmer,62,0.7768213672402811,1238,274,75,125,0.0,125,52,45,0.005605046243302221,Cluster_3
855,imcbride,3,0.6734197289114326,34,1,21,4,0.0,44,0,0,0.0005404887554453608,Cluster_3
856,mathewssteven,2,0.6144994602551925,31,18,5,0,37.508118647458645,36,0,10,9.054460149885522e-05,Cluster_3
857,smithdiane,14,0.8924690939520117,315,30,10,34,39.4311304200571,0,0,8,0.0009681219634122381,Cluster_2
858,robertjordan,3,0.07862671098975804,123,34,33,4,0.0,104,7,0,0.00017343048277837617,Cluster_1
859,dominguezjoel,19,0.3309147657801952,408,45,307,37,0.0,222,0,0,0.0009863105706602914,Cluster_2
860,juanthomas,10,0.24828747963084596,205,99,9,10,32.750456390082896,0,0,15,0.0014069147863599509,Cluster_3
861,shanejimenez,0,0.9880139620654216,74,31,67,15,inf,9,0,45,0.0,Cluster_2
862,leachrobin,75,0.3893897796668735,1484,17,12,147,13.75522877308511,68,0,30,0.012851591239980234,Cluster_3
863,nicholewhitaker,109,0.7326126992403987,2231,15,23,233,18.069640575960225,101,62,8,0.004481406119662266,Cluster_3
864,brownerica,2,0.6847251638810046,25,11,195,6,0.6853567651184882,34,0,0,0.00016542817501234646,Cluster_1
865,olivermichael,4,0.21208123747737773,101,136,63,12,40.599398499803726,0,0,0,0.0005923014932088537,Cluster_3
866,patriciacook,11,0.23899768021155132,214,10,3,18,5.952933923052751,0,0,2,0.0012727788266306205,Cluster_1
867,eskinner,12,0.2812845635530341,237,152,8,18,0.0,0,55,34,0.0005727579374698121,Cluster_2
868,ajohnson,19,0.4111272782593792,361,34,132,38,8.091292548524603,66,0,31,0.005234941564722526,Cluster_1
869,mike64,150,0.2343250656505268,3067,12,24,306,24.834213922993357,71,64,70,0.013419952720409668,Cluster_2
870,lyonskeith,5,0.019651482746847804,63,100,3,0,13.31733522313277,0,0,0,0.0003840791463467923,Cluster_2
871,judy50,2,0.8793930568071955,2,8,5,0,7.051384974818683,8,0,0,6.93132103355512e-05,Cluster_3
872,kathleen37,0,0.9656098313808841,106,104,57,5,inf,0,52,44,0.0,Cluster_1
873,ashley04,2,0.34157038703156795,88,48,89,17,18.306708991294585,126,9,31,0.0001882325901531918,Cluster_1
874,stewartmichael,7,0.33850687942547286,20,11,20,13,15.109453325315725,0,0,13,0.00035589631840722644,Cluster_3
875,woodsdenise,109,0.007091812774370987,2151,85,823,216,0.0,487,53,21,0.0029413739884855817,Cluster_2
876,hherrera,3,0.680250688330374,0,88,69,0,55.986243707252015,4,0,0,0.00022870504502528163,Cluster_1
877,antonio44,10,0.8254398957486287,152,266,13,13,39.12411123264491,45,2,0,0.0006476498482249592,Cluster_3
878,paynericardo,7,0.14660830036000316,0,188,5,0,8.121770843684967,15,25,19,0.0011194781291865928,Cluster_1
879,jwells,43,0.15966634936715074,853,80,4,92,35.82065881400414,0,11,22,0.0034392316038317624,Cluster_2
880,patriciahernandez,327,0.7900832499714378,6482,4,33,657,3.374261641134049,0,170,120,0.005558427372736073,Cluster_1
881,rhondathompson,3,0.6162907483541447,62,2717,9,1,891.2077163219656,20,8,33,0.0002680299651736976,Cluster_1
882,qcosta,3,0.04486055762771701,0,2,247,0,22.757757166490492,101,0,37,0.00021536632230466005,Cluster_1
883,bchapman,35,0.6225469904622817,704,182,181,68,15.093430388960503,56,0,0,0.006435919039845568,Cluster_3
884,rodriguezjennifer,20,0.30891772284376606,379,71,51,35,0.0,99,0,10,0.0035646847526551906,Cluster_3
885,burkesheila,117,0.36872515547084594,2415,4,3,247,0.0,28,79,58,0.012731742080085543,Cluster_3
886,xramirez,17,0.7697314182968802,410,26,7,34,7.111358509136756,35,31,16,0.0023382939270757863,Cluster_1
887,carrie41,4,0.8109351926726106,119,28,132,14,0.0,46,0,0,0.000793633255937249,Cluster_2
888,fpierce,17,0.40035662683983064,323,347,8,35,22.113166413630232,0,0,36,0.0028167946457277955,Cluster_2
889,johngarcia,38,0.9471529360063548,859,9,108,85,3.3964295593683556,41,0,0,0.007241698167555182,Cluster_2
890,walkerjeffrey,25,0.40646271795207223,422,20,40,46,0.0,36,36,0,0.002701619512063118,Cluster_2
891,bmills,15,0.7718360352301099,229,0,21,23,5.4128977251992705,42,0,0,0.0014200105115560646,Cluster_2
892,annette11,36,0.48387726456425906,715,751,6,77,21.01038789361178,1,84,44,0.002495871076844101,Cluster_1
893,ibryant,42,0.897532326522084,952,4,17,87,0.0,0,27,62,0.0017275338462764587,Cluster_3
894,cheryl90,58,0.9077612436501786,1149,59,26,113,19.408452316566848,51,64,50,0.011236742362728053,Cluster_1
895,erodriguez,19,0.08741680787108386,370,27,94,36,18.178128526935048,48,0,0,0.0013844924736365887,Cluster_2
896,danny70,5,0.9364933313102257,27,27,5,0,0.0,0,2,0,0.00020292482623842257,Cluster_2
897,wesleyhammond,9,0.8255348415204157,227,142,13,17,11.806151309941303,0,22,7,0.0014905561663000172,Cluster_1
898,troyestrada,45,0.7913107143126669,947,670,21,90,29.414167640795796,25,0,55,0.007473854913385443,Cluster_2
899,christophernicholson,2,0.20091133968552244,79,52,54,12,21.986737137763868,0,1,17,0.0001336792948937138,Cluster_2
900,davidwilliams,12,0.8051192087546649,208,107,5,17,0.0,24,37,0,0.002825438392722823,Cluster_3
901,austinmorgan,4,0.8501327346850368,44,59,2,0,24.488731147998546,0,0,0,0.00040033353542742836,Cluster_1
902,jenkinslisa,7,0.28915033445415095,75,206,55,11,13.16338501380126,34,0,0,0.0009442572382063155,Cluster_3
903,vwallace,50,0.9522600783623237,1004,14,2,92,0.0,0,79,19,0.0013648263795706791,Cluster_2
904,melissa45,9,0.04986014639916425,125,229,138,2,54.60185580347396,156,0,0,0.00036540487644775785,Cluster_1
905,carsontimothy,7,0.14990925324713966,81,244,15,6,32.17757337696689,55,8,19,0.0014291652304665096,Cluster_2
906,buchananshirley,0,0.5375811380515143,0,232,1,0,inf,67,0,0,0.0,Cluster_3
907,laura08,22,0.5757924711223097,415,10,9,34,10.647890963817405,5,0,31,0.00089558990141287,Cluster_3
908,zvelasquez,19,0.6451500833009034,353,24,35,38,11.369836772217486,58,31,18,0.0034483305743625587,Cluster_1
909,natalie33,189,0.016969129315466458,3803,50,9,384,0.0,9,88,40,0.0034552299760840085,Cluster_2
910,douglas52,4,0.9603667746221303,83,2,20,12,0.0,83,14,0,0.0003050704280420588,Cluster_2
911,ndavidson,10,0.04458809273414399,185,584,60,24,59.12305055851654,26,0,30,0.0005392773405800704,Cluster_3
912,andrewdunn,10,0.14306195272340239,209,32,14,27,8.640537932576539,0,20,19,0.000376905059190978,Cluster_1
913,brownashley,78,0.01401451752605698,1510,55,4,140,6.489567023460592,0,17,0,0.0010649756170000105,Cluster_3
914,ianderson,6,0.5668584332940947,125,11,12,14,53.582157908882486,89,0,0,0.0007281818064855898,Cluster_2
915,amy96,11,0.9322668839209722,227,3,167,20,0.0,107,62,77,0.0013842659494210598,Cluster_2
916,jordandavid,18,0.6659471660804642,284,11,251,24,20.212943515070236,152,27,0,0.0033582925352808636,Cluster_2
917,tsanchez,9,0.8226574684804273,229,49,0,25,29.111960561105626,74,11,0,0.0008942191764367074,Cluster_2
918,jeremysutton,3,0.013281203458580082,15,111,103,0,46.85567947847054,0,38,37,0.0003373514173235963,Cluster_3
919,elizabethlynch,9,0.5420152984797261,184,44,29,9,0.0,0,11,42,0.0010879493855537998,Cluster_3
920,amyblack,36,0.4595629775055219,778,61,80,80,34.987805049796975,28,0,0,0.005596490533313488,Cluster_2
921,hoganleslie,1,0.49896794422079305,66,18,8,9,0.0,41,0,0,9.434862512763153e-05,Cluster_3
922,lisa64,9,0.07221318533518795,181,80,1,18,0.0,0,0,0,0.0015027840539294907,Cluster_2
923,bautistadanielle,2,0.6844353610693075,21,477,48,0,261.9336439444562,0,0,22,0.00020250284101423497,Cluster_3
924,jamiewells,44,0.5032204148586344,927,117,4,96,0.0,0,0,28,0.0016946975108292589,Cluster_2
925,nathan16,0,0.765148849861264,33,142,2,6,inf,58,0,0,0.0,Cluster_1
926,stephanielarson,3,0.48529063406171535,29,56,2,3,0.0,0,28,19,0.0004749990284354326,Cluster_2
927,nicole36,13,0.14938163622643208,220,2,49,16,0.0,0,16,0,0.0009846696670016818,Cluster_2
928,ricedale,77,0.648256954077822,1436,5,24,141,0.0,43,23,35,0.004275184915239247,Cluster_3
929,timothyhernandez,6,0.17238636210516622,127,75,64,16,20.847985550730577,0,0,10,0.0006642025822396881,Cluster_1
930,jaclynmorse,3,0.8723945633548149,55,32,54,12,6.226263659066207,0,0,0,0.00042325377391285747,Cluster_1
931,randyrussell,124,0.6131162390692415,2536,73,10,251,0.0,0,11,44,0.02724275847288623,Cluster_3
932,qbryant,0,0.15720388355695425,17,676,18,0,inf,6,3,10,0.0,Cluster_1
933,colliermonica,0,0.9623380574812068,66,122,9,5,inf,29,28,22,0.0,Cluster_1
934,cameroncox,14,0.5183654633353206,245,319,14,25,14.498118971563175,0,78,42,0.0018971557918670483,Cluster_2
935,deleonbrian,3,0.072898451871655,116,39,4,8,0.0,23,0,0,0.0007915030392269695,Cluster_3
936,hernandezronald,1,0.6268329044150672,0,7,36,0,0.0,0,27,6,3.9391633268739696e-05,Cluster_2
937,timothycooper,21,0.2531989070128102,458,29,100,51,6.166754676559506,0,0,0,0.0024123863658908795,Cluster_3
938,cooperlawrence,10,0.8036934518773025,127,7,5,21,13.81911244437595,115,0,30,0.0007711183656098022,Cluster_3
939,richardcarolyn,3,0.8178220735661906,71,547,137,4,183.59328904490425,130,0,0,0.00024156498107341963,Cluster_1
940,andersonkevin,1,0.9789473558546619,0,137,23,0,135.58183785838483,49,4,0,0.00019224485107769586,Cluster_3
941,yfowler,27,0.5018695310245037,526,84,28,51,0.0,0,0,0,0.005002639571462959,Cluster_2
942,chungsteven,19,0.45495687972773713,402,306,1,39,29.204859036171502,0,0,35,0.0025376991063002273,Cluster_3
943,erin00,6,0.7534756054464806,93,0,1,14,33.5637075779782,0,0,28,0.0004161514338751928,Cluster_3
944,rose50,117,0.13247065634192656,2287,95,24,228,0.0,77,36,11,0.013344010646357166,Cluster_2
945,lschmidt,1,0.5469155137931242,62,3,65,2,1.4499762242456935,52,0,30,0.00018982921137490868,Cluster_1
946,youngbrandy,0,0.5462476001308509,0,32,7,0,inf,29,0,2,0.0,Cluster_3
947,droberts,2,0.08947312281038722,15,18,245,5,0.0,114,3,0,0.00018179751867170802,Cluster_1
948,brenda61,6,0.41798408550691357,122,108,60,15,0.0,69,5,0,0.0005558503571643541,Cluster_3
949,torresralph,10,0.853284798567202,331,49,5,38,12.493457113688093,17,0,34,0.00012169959863340603,Cluster_3
950,erin16,5,0.8561536219946603,157,372,21,10,82.49924395182333,12,13,59,0.0008563764440069513,Cluster_3
951,derekprice,12,0.099237664919681,298,11,825,38,30.122421890162666,375,47,36,0.001483803584467117,Cluster_3
952,garnold,1,0.09072088274783086,41,118,3,0,118.17563094290922,0,1,0,4.757404968725291e-05,Cluster_3
953,youngzachary,64,0.2626954770019353,1288,44,44,132,0.0,0,71,39,0.0032592393648138078,Cluster_3
954,terryshaun,6,0.8747660625539935,0,1,12,0,0.0,3,70,22,0.0005726806003795125,Cluster_2
955,bethgarcia,39,0.12890258507349894,746,6,57,70,0.0,32,95,41,0.0027473077330585193,Cluster_3
956,aprilbrown,12,0.7199968026274463,215,25,134,29,0.0,0,0,0,0.0014294500895402037,Cluster_1
957,fnixon,14,0.10116561961310322,186,245,11,22,29.111181168129907,0,0,0,0.0021765266575209407,Cluster_2
958,michaelkara,17,0.6231378537478254,282,76,107,25,8.354206347182519,0,0,3,0.0017912481073450092,Cluster_2
959,georgemoss,14,0.3560672991191448,180,4,562,15,12.037026194420902,305,10,2,0.0004763437009675629,Cluster_3
960,sgreen,19,0.788913962965867,378,25,22,38,0.0,42,57,28,0.00035158035748137555,Cluster_3
961,vkey,54,0.2336904488253636,1120,1251,65,114,38.97725793517379,11,45,46,0.009298623148754211,Cluster_2
962,douglaswhite,9,0.6392018293899598,235,40,8,29,0.0,31,0,0,0.0006946842117544173,Cluster_3
963,muellermary,21,0.23568253457588495,440,18,20,41,23.1907995119878,39,0,0,0.0027102607162366875,Cluster_3
964,hvargas,6,0.7136602831121538,71,80,15,0,20.226112122764185,0,1,0,0.0010824392588254356,Cluster_1
965,danieljoyce,64,0.8736780345607488,1183,130,66,119,0.0,109,0,38,0.007732278468388611,Cluster_1
966,erodriguez,2,0.12680179912676004,0,14,122,0,11.241860883521937,24,1,0,0.000284466092275941,Cluster_1
967,teresaskinner,110,0.8665956885955035,2136,81,17,207,0.3791496168652822,82,19,26,0.012137459586037187,Cluster_3
968,bobbyberry,6,0.5935752544142979,75,18,200,8,34.92213030625846,88,0,0,0.0001175219658355355,Cluster_2
969,jtorres,0,0.12711049086702397,0,120,199,0,inf,57,0,8,0.0,Cluster_3
970,fowens,8,0.427541855359712,109,44,71,12,5.46774655210983,17,16,23,0.0008186654966591319,Cluster_1
971,johnsonlisa,2,0.1608602934850979,56,78,9,1,34.230182858984016,0,13,34,9.154213160058613e-05,Cluster_1
972,ejensen,26,0.7003478888665695,508,8,8,53,17.171376692592524,43,15,0,0.0013901675228940528,Cluster_3
973,ksmith,2,0.7588681344179496,40,7,5,0,17.658266781070097,0,30,0,8.489208232251865e-05,Cluster_3
974,holdercharles,3,0.10579652027279896,117,181,83,7,54.85650072708077,110,28,0,0.00021920495067879046,Cluster_1
975,kenneth06,0,0.5061398526946443,0,28,3,0,inf,0,6,27,0.0,Cluster_2
976,timothybeltran,3,0.8146250560259172,80,55,55,16,0.2939705657662586,69,3,53,0.0003172126680283852,Cluster_1
977,alicia18,0,0.9361630415509965,0,19,3,3,inf,2,3,22,0.0,Cluster_3
978,agill,0,0.51351786674177,0,166,69,5,inf,48,0,0,0.0,Cluster_1
979,kmoreno,23,0.950279223611407,504,11,20,57,0.0,0,0,20,0.0023537298186658163,Cluster_2
980,higginsmelissa,24,0.5356889704560298,523,25,148,70,0.0,91,46,4,0.0043639242264060666,Cluster_1
981,megan15,13,0.39419049459990796,212,136,111,21,0.0,62,18,2,0.0010610192321925435,Cluster_3
982,ymelendez,1,0.8482031285528955,10,273,172,8,303.27082871204595,13,0,4,2.048040758228622e-05,Cluster_1
983,twilliams,6,0.49298271045808906,134,12,179,18,13.3805629196292,41,45,35,0.00044911039733135213,Cluster_2
984,erikachen,7,0.47190251056452304,126,1127,24,17,176.92019940011716,0,0,1,0.0013209000883525504,Cluster_3
985,carlos05,1,0.4903124894098283,49,58,3,13,77.2337610385875,0,0,0,0.00016622835017793386,Cluster_3
986,jennifer52,70,0.8467850018697454,1414,5,4,139,0.0,64,65,65,0.012092375566862055,Cluster_3
987,lozanoamanda,27,0.8319415416880521,631,64,0,60,4.062183045321077,0,20,0,0.003785561172703971,Cluster_2
988,qgray,5,0.4035199924402112,23,16,3,3,32.97203883903989,0,42,56,0.0003051913078695541,Cluster_3
989,brandonoliver,7,0.333299859870525,133,72,22,12,13.877332072097026,0,0,0,0.0007824939565855547,Cluster_1
990,hesskatherine,10,0.4919280240391293,154,30,8,16,14.750505801279889,0,55,38,0.0007313220117361021,Cluster_2
